customer_id,company_name,industry,company_size,city,state,region,signup_date,acquisition_channel
C0713,Pulse Biotech,Technology,11-50,Seattle,WA,West,2026-04-17,Referral
C0714,Fusion Brands,Marketing & Media,500+,Portland,OR,West,2026-05-18,LinkedIn
C0715,Core Signals,Marketing & Media,1-10,San Diego,CA,West,2026-03-29,Google Ads
C0716,Urban Signals,Marketing & Media,11-50,Portland,OR,West,2025-05-15,Google Ads
C0717,Flint Insights,Professional Services,11-50,Detroit,MI,Midwest,2025-12-18,Cold Outreach
C0718,Alpine Robotics,E-commerce & Retail,201-500,Washington,DC,East,2025-03-22,LinkedIn
C0719,Stellar Builders,E-commerce & Retail,1-10,Baltimore,MD,East,2026-01-06,Organic Search
C0720,Vertex Apps,Technology,11-50,Charlotte,NC,South,2026-06-21,Cold Outreach
C0721,Silver Tech,Finance,51-200,Boston,MA,East,2025-11-26,Organic Search
C0722,Metro Marketing,Marketing & Media,11-50,Atlanta,GA,South,2025-10-10,Cold Outreach
C0723,Grove Biotech,Professional Services,11-50,San Francisco,CA,West,2025-01-06,Organic Search
C0724,North Commerce,Manufacturing,11-50,Boston,MA,East,2026-06-11,Webinar
C0725,Grove Learning,Finance,51-200,Los Angeles,CA,West,2025-03-09,Google Ads
C0726,Keystone Capital,Manufacturing,11-50,Portland,OR,West,2025-02-17,Google Ads
C0727,Harbor Print,Technology,11-50,Phoenix,AZ,West,2025-06-26,Referral
C0728,Alpine Services,Marketing & Media,51-200,Houston,TX,South,2025-02-17,Google Ads
C0729,Harbor Software,Education,500+,Charlotte,NC,South,2025-10-04,Webinar
C0730,Bright Brands,Marketing & Media,201-500,Miami,FL,South,2025-12-10,Referral
C0731,Pulse Commerce,Professional Services,1-10,Phoenix,AZ,West,2025-08-22,Google Ads
C0732,Fusion Robotics,Technology,201-500,Kansas City,MO,Midwest,2025-02-10,Google Ads
C0733,Atlas Biotech,Education,201-500,Los Angeles,CA,West,2025-03-19,Webinar
C0734,Copper Digital,Technology,51-200,Charlotte,NC,South,2025-09-21,LinkedIn
C0735,Atlas Health,Technology,11-50,Charlotte,NC,South,2025-02-10,Cold Outreach
C0736,Copper Signals,Finance,1-10,Boston,MA,East,2026-02-19,Google Ads
C0737,Haven Wellness,Manufacturing,51-200,Boston,MA,East,2025-06-12,Webinar
C0738,Delta Media,Healthcare,11-50,Austin,TX,South,2025-08-05,LinkedIn
C0739,True Foods,E-commerce & Retail,11-50,Charlotte,NC,South,2025-09-12,Referral
C0740,Mosaic Legal,Technology,1-10,Los Angeles,CA,West,2025-10-14,Organic Search
C0741,Quantum Dynamics,Technology,11-50,Miami,FL,South,2025-01-01,Google Ads
C0742,Nimbus Biotech,Technology,51-200,Seattle,WA,West,2025-03-28,Webinar
C0743,Maple Sports,Education,1-10,Boston,MA,East,2026-05-17,Webinar
C0744,Silver Software,Marketing & Media,51-200,Atlanta,GA,South,2025-01-02,Organic Search
C0745,Canyon Finance,Marketing & Media,201-500,Houston,TX,South,2025-11-27,Webinar
C0746,Cedar Metrics,Healthcare,11-50,New York,NY,East,2025-11-26,Google Ads
C0747,Nimbus Tech,Healthcare,1-10,San Diego,CA,West,2025-08-01,Google Ads
C0748,Pixel Foods,Finance,1-10,Boston,MA,East,2025-10-06,Google Ads
C0749,Crest Partners,Technology,11-50,Seattle,WA,West,2026-03-12,Organic Search
C0750,Copper Consulting,Finance,201-500,New York,NY,East,2026-04-16,Google Ads
C0751,Nova Security,E-commerce & Retail,51-200,New York,NY,East,2025-07-23,Organic Search
C0752,Silver Systems,Marketing & Media,201-500,Dallas,TX,South,2025-08-14,Google Ads
C0753,Onyx Sports,E-commerce & Retail,500+,San Diego,CA,West,2025-06-19,Referral
C0754,Rapid Analytics,Technology,1-10,San Diego,CA,West,2025-11-01,Cold Outreach
C0755,Silver Optics,Professional Services,51-200,Baltimore,MD,East,2026-02-19,Referral
C0756,Prime Media,Manufacturing,11-50,Denver,CO,West,2025-06-28,Google Ads
C0757,Drift Apps,Technology,11-50,Portland,OR,West,2025-08-17,Referral
C0758,Fusion Trading,Finance,11-50,Boston,MA,East,2026-06-14,Google Ads
C0759,Indigo Creative,Finance,11-50,New York,NY,East,2025-02-09,Referral
C0760,Pulse Signals,Professional Services,51-200,Los Angeles,CA,West,2025-11-29,LinkedIn
C0761,Peak Logistics,Healthcare,51-200,Washington,DC,East,2026-02-01,Organic Search
C0762,Summit Studios,Healthcare,11-50,Detroit,MI,Midwest,2025-04-09,Google Ads
C0763,Grove Automation,Technology,1-10,New York,NY,East,2025-02-04,Cold Outreach
C0764,Beacon Software,Technology,51-200,San Diego,CA,West,2025-04-26,Webinar
C0765,Juniper Supply,E-commerce & Retail,51-200,Denver,CO,West,2026-05-15,Referral
C0766,Summit Dynamics,E-commerce & Retail,51-200,Seattle,WA,West,2025-01-29,Webinar
C0767,Clear Wellness,Education,1-10,New York,NY,East,2025-05-21,Webinar
C0768,Swift Builders,Professional Services,11-50,Dallas,TX,South,2025-01-18,Google Ads
C0769,Keystone Finance,E-commerce & Retail,51-200,Los Angeles,CA,West,2025-03-17,Referral
C0770,Metro Builders,Healthcare,51-200,Seattle,WA,West,2026-01-07,Organic Search
C0771,Maple Design,Professional Services,1-10,Denver,CO,West,2025-06-17,LinkedIn
C0772,Central Foods,Education,11-50,Los Angeles,CA,West,2026-01-22,Google Ads
C0773,Pioneer Consulting,Professional Services,11-50,Chicago,IL,Midwest,2026-01-30,Webinar
C0774,Beacon Print,Manufacturing,51-200,Phoenix,AZ,West,2026-04-17,Referral
C0775,Drift Services,Finance,1-10,Denver,CO,West,2025-01-30,Google Ads
C0776,Indigo Biotech,E-commerce & Retail,51-200,Washington,DC,East,2026-04-29,Organic Search
C0777,Bold Industries,E-commerce & Retail,500+,Portland,OR,West,2026-01-17,Organic Search
C0778,Peak Insights,Technology,11-50,San Diego,CA,West,2025-05-14,Referral
C0779,Alpine Cloud,E-commerce & Retail,11-50,Boston,MA,East,2026-03-05,Webinar
C0780,Nimbus Wellness,Finance,1-10,Seattle,WA,West,2026-04-09,Organic Search
C0781,Blue Networks,Finance,1-10,Seattle,WA,West,2025-07-28,Organic Search
C0782,Pixel Sports,Technology,500+,Boston,MA,East,2026-05-05,LinkedIn
C0783,Quantum Industries,E-commerce & Retail,500+,Philadelphia,PA,East,2025-10-13,Organic Search
C0784,Clear Group,E-commerce & Retail,1-10,Portland,OR,West,2026-01-22,LinkedIn
C0785,Haven Apps,Healthcare,201-500,Detroit,MI,Midwest,2026-06-08,Google Ads
C0786,Vertex Data,Technology,1-10,Phoenix,AZ,West,2025-09-30,Google Ads
C0787,Vertex Motors,Healthcare,51-200,Kansas City,MO,Midwest,2026-04-20,Organic Search
C0788,Copper Travel,Technology,51-200,Minneapolis,MN,Midwest,2025-08-01,Webinar
C0789,Core Energy,Marketing & Media,11-50,Philadelphia,PA,East,2026-04-08,Organic Search
C0790,Clear Motors,Finance,51-200,Phoenix,AZ,West,2026-01-23,Google Ads
C0791,Lunar Learning,Professional Services,51-200,Houston,TX,South,2025-06-26,Referral
C0792,Vivid Finance,Finance,1-10,Philadelphia,PA,East,2025-10-29,Webinar
C0793,Solid Apps,Healthcare,500+,San Diego,CA,West,2025-08-27,Organic Search
C0794,Central Farms,Professional Services,1-10,New York,NY,East,2025-03-03,Google Ads
C0795,Harbor Payments,Finance,1-10,Washington,DC,East,2025-01-23,Referral
C0796,Maple Forge,Professional Services,500+,Kansas City,MO,Midwest,2025-08-04,Organic Search
C0797,Zen Dynamics,Technology,11-50,Miami,FL,South,2025-01-03,Referral
C0798,Quantum Optics,Marketing & Media,11-50,Detroit,MI,Midwest,2025-05-22,Google Ads
C0799,North Studios,Technology,11-50,Austin,TX,South,2026-02-14,Google Ads
C0800,Orbit Security,Healthcare,1-10,Houston,TX,South,2026-02-19,Organic Search
C0801,Drift Farms,Manufacturing,11-50,Boston,MA,East,2026-03-27,Referral
C0802,Flint Cloud,E-commerce & Retail,11-50,Kansas City,MO,Midwest,2025-08-03,Organic Search
C0803,Vivid Wellness,E-commerce & Retail,51-200,Minneapolis,MN,Midwest,2026-05-17,Google Ads
C0804,Grove Brands,Marketing & Media,11-50,Atlanta,GA,South,2026-01-26,Organic Search
C0805,Ember Software,Professional Services,201-500,Atlanta,GA,South,2025-04-14,Referral
C0806,Metro Optics,Finance,201-500,Washington,DC,East,2025-04-16,Google Ads
C0807,Juniper Sports,Marketing & Media,11-50,Phoenix,AZ,West,2026-02-14,Referral
C0808,Harbor Industries,Manufacturing,500+,Minneapolis,MN,Midwest,2025-05-29,Referral
C0809,Golden Automation,Finance,201-500,Seattle,WA,West,2025-11-02,Organic Search
C0810,Beacon Networks,Finance,500+,San Diego,CA,West,2026-06-27,Webinar
C0811,Harbor Consulting,Technology,51-200,Philadelphia,PA,East,2025-01-26,Cold Outreach
C0812,Vivid Group,Technology,1-10,Philadelphia,PA,East,2025-01-26,Organic Search
C0813,Silver Commerce,Education,1-10,Baltimore,MD,East,2026-06-13,Google Ads
C0814,Spark Farms,Finance,201-500,Los Angeles,CA,West,2026-01-16,Organic Search
C0815,Core Industries,Manufacturing,11-50,Portland,OR,West,2025-04-12,Google Ads
C0816,Vertex Talent,Technology,201-500,Phoenix,AZ,West,2026-05-08,LinkedIn
C0817,Drift Design,Healthcare,51-200,Boston,MA,East,2026-05-28,Webinar
C0818,Cedar Events,E-commerce & Retail,1-10,Phoenix,AZ,West,2025-12-16,Cold Outreach
C0819,Stellar Industries,E-commerce & Retail,11-50,Charlotte,NC,South,2026-01-23,Organic Search
C0820,Spark Software,Healthcare,500+,Los Angeles,CA,West,2025-07-04,Organic Search
C0821,Stellar Gaming,Healthcare,1-10,Boston,MA,East,2025-02-23,Google Ads
C0822,Juniper Group,E-commerce & Retail,51-200,Seattle,WA,West,2026-01-21,LinkedIn
C0823,Spark Insights,Professional Services,500+,New York,NY,East,2025-07-31,Google Ads
C0824,Juniper Signals,Marketing & Media,1-10,Kansas City,MO,Midwest,2026-01-05,Webinar
C0825,Stellar Retail,Finance,11-50,Los Angeles,CA,West,2026-04-17,Cold Outreach
C0826,Golden Print,E-commerce & Retail,51-200,Washington,DC,East,2025-01-16,Google Ads
C0827,Maple Partners,Marketing & Media,201-500,Dallas,TX,South,2026-01-17,Referral
C0828,Alpine Retail,Technology,11-50,Denver,CO,West,2025-06-02,LinkedIn
C0829,Core Capital,Manufacturing,1-10,Nashville,TN,South,2026-05-15,Cold Outreach
C0830,Juniper Partners,Technology,1-10,Detroit,MI,Midwest,2025-07-10,Organic Search
C0831,Coastal Brands,Marketing & Media,11-50,Boston,MA,East,2026-01-20,Google Ads
C0832,Canyon Partners,Healthcare,11-50,Chicago,IL,Midwest,2025-12-08,LinkedIn
C0833,Echo Travel,Technology,1-10,Baltimore,MD,East,2025-09-14,Google Ads
C0834,Mosaic Textiles,Technology,201-500,New York,NY,East,2026-02-18,LinkedIn
C0835,Mosaic Studios,Technology,1-10,San Francisco,CA,West,2026-02-02,Google Ads
C0836,Bold Data,Technology,201-500,Denver,CO,West,2026-01-25,Referral
C0837,Iron Talent,Finance,500+,Phoenix,AZ,West,2026-03-23,Cold Outreach
C0838,Legacy Capital,Education,51-200,Washington,DC,East,2026-06-02,Google Ads
C0839,Zen Software,Marketing & Media,51-200,New York,NY,East,2025-10-03,Organic Search
C0840,Maple Automation,Finance,1-10,Phoenix,AZ,West,2025-12-27,Referral
C0841,Mosaic Motors,Healthcare,51-200,Charlotte,NC,South,2025-01-09,Google Ads
C0842,Iron Security,Marketing & Media,11-50,Portland,OR,West,2026-04-26,LinkedIn
C0843,Beacon Digital,Finance,11-50,San Francisco,CA,West,2025-12-16,Referral
C0844,Metro Creative,Finance,51-200,San Francisco,CA,West,2025-10-11,Organic Search
C0845,Central Services,Marketing & Media,1-10,Charlotte,NC,South,2025-03-09,Cold Outreach
C0846,Flint Systems,Finance,11-50,Baltimore,MD,East,2026-05-21,LinkedIn
C0847,Metro Logistics,Technology,51-200,Nashville,TN,South,2025-09-04,LinkedIn
C0848,Atlas Trading,Professional Services,11-50,Los Angeles,CA,West,2026-02-12,Google Ads
C0849,Silver Signals,Manufacturing,1-10,Philadelphia,PA,East,2025-04-11,Google Ads
C0850,Anchor Insights,Professional Services,1-10,Chicago,IL,Midwest,2026-06-05,Google Ads
C0851,Prime Automation,Technology,11-50,San Francisco,CA,West,2025-05-11,Webinar
C0852,Legacy Wellness,E-commerce & Retail,51-200,Boston,MA,East,2025-05-17,Cold Outreach
C0853,Spark Design,Healthcare,51-200,Portland,OR,West,2026-04-21,Cold Outreach
C0854,Stellar Logistics,Technology,1-10,Denver,CO,West,2026-05-03,Google Ads
C0855,Cedar Partners,Professional Services,51-200,Washington,DC,East,2025-06-27,LinkedIn
C0856,Harbor Events,Education,500+,Los Angeles,CA,West,2025-11-27,Cold Outreach
C0857,Metro Health,Technology,51-200,Philadelphia,PA,East,2026-03-22,Referral
C0858,Onyx Foods,Manufacturing,51-200,Kansas City,MO,Midwest,2026-05-29,Google Ads
C0859,Peak Health,Technology,51-200,Portland,OR,West,2025-09-13,Cold Outreach
C0860,Blue Foods,Finance,201-500,Phoenix,AZ,West,2025-12-26,Google Ads
C0861,Zen Services,Technology,500+,Charlotte,NC,South,2026-03-23,Google Ads
C0862,Zen Health,Technology,1-10,Washington,DC,East,2026-03-18,Webinar
C0863,Keystone Trading,Manufacturing,1-10,Kansas City,MO,Midwest,2026-03-06,LinkedIn
C0864,North Supply,Healthcare,1-10,Seattle,WA,West,2026-01-18,Organic Search
C0865,Central Commerce,Marketing & Media,51-200,Miami,FL,South,2025-03-28,LinkedIn
C0866,Urban Marketing,Education,1-10,Chicago,IL,Midwest,2026-05-31,Webinar
C0867,Metro Stores,Professional Services,201-500,San Francisco,CA,West,2026-05-14,Google Ads
C0868,Peak Analytics,Professional Services,1-10,Austin,TX,South,2026-04-08,Referral
C0869,Stellar Legal,Professional Services,51-200,Austin,TX,South,2025-03-24,Organic Search
C0870,Zen Stores,Professional Services,11-50,Atlanta,GA,South,2025-05-03,Google Ads
C0871,Mosaic Apps,E-commerce & Retail,11-50,San Diego,CA,West,2026-03-05,Organic Search
C0872,Crest Realty,Marketing & Media,11-50,Baltimore,MD,East,2025-01-18,LinkedIn
C0873,Apex Studios,Professional Services,51-200,Phoenix,AZ,West,2026-06-30,Google Ads
C0874,Core Systems,Technology,11-50,Chicago,IL,Midwest,2025-09-10,Organic Search
C0875,Solid Studios,Technology,11-50,Los Angeles,CA,West,2026-02-13,LinkedIn
C0876,Rapid Energy,Finance,51-200,Los Angeles,CA,West,2026-05-10,LinkedIn
C0877,Pioneer Analytics,Marketing & Media,500+,Chicago,IL,Midwest,2025-09-14,Referral
C0878,Alpine Builders,Healthcare,201-500,San Francisco,CA,West,2025-08-01,Cold Outreach
C0879,Copper Data,Professional Services,51-200,Boston,MA,East,2026-01-19,Organic Search
C0880,Solid Media,Finance,11-50,San Diego,CA,West,2026-01-19,Organic Search
C0881,Swift Insights,Healthcare,201-500,Atlanta,GA,South,2025-10-10,LinkedIn
C0882,Metro Apps,Finance,11-50,Denver,CO,West,2026-01-09,LinkedIn
C0883,Onyx Builders,E-commerce & Retail,500+,Baltimore,MD,East,2026-06-23,Google Ads
C0884,Lunar Services,Technology,201-500,Boston,MA,East,2025-11-06,Organic Search
C0885,Blue Health,Technology,1-10,Portland,OR,West,2025-05-02,Google Ads
C0886,United Data,E-commerce & Retail,1-10,Phoenix,AZ,West,2025-09-02,Organic Search
C0887,Copper Builders,Healthcare,51-200,San Francisco,CA,West,2025-09-27,Webinar
C0888,Prime Apps,Finance,51-200,Miami,FL,South,2025-04-11,LinkedIn
C0889,Silver Gaming,Marketing & Media,51-200,Denver,CO,West,2025-05-04,Organic Search
C0890,Spark Solutions,Technology,500+,San Francisco,CA,West,2026-02-25,LinkedIn
C0891,Nova Events,E-commerce & Retail,51-200,San Francisco,CA,West,2025-08-05,Referral
C0892,Drift Retail,Finance,11-50,Washington,DC,East,2026-06-11,Organic Search
C0893,Summit Labs,Finance,51-200,Houston,TX,South,2025-06-01,Organic Search
C0894,Fusion Forge,Professional Services,1-10,Philadelphia,PA,East,2025-03-22,Referral
C0895,Nova Automation,E-commerce & Retail,51-200,Detroit,MI,Midwest,2026-03-22,Google Ads
C0896,Prime Design,Technology,201-500,Nashville,TN,South,2026-05-24,LinkedIn
C0897,Blue Studios,E-commerce & Retail,1-10,Austin,TX,South,2025-07-09,LinkedIn
C0898,Summit Supply,Technology,201-500,Austin,TX,South,2025-05-11,Referral
C0899,Pixel Cloud,Technology,201-500,Denver,CO,West,2025-05-30,Webinar
C0900,Iron Logistics,E-commerce & Retail,1-10,Columbus,OH,Midwest,2025-12-26,Cold Outreach
C0901,Pulse Media,Technology,201-500,Charlotte,NC,South,2025-11-02,LinkedIn
C0902,Nimbus Stores,Marketing & Media,51-200,Baltimore,MD,East,2025-07-22,Google Ads
C0903,North Energy,Professional Services,11-50,San Diego,CA,West,2025-02-23,LinkedIn
C0904,Atlas Partners,E-commerce & Retail,11-50,Denver,CO,West,2025-11-17,Cold Outreach
C0905,Ember Farms,Professional Services,11-50,Houston,TX,South,2026-06-20,Webinar
C0906,Blue Digital,Professional Services,51-200,New York,NY,East,2026-01-01,Cold Outreach
C0907,Beacon Group,Marketing & Media,11-50,Miami,FL,South,2025-11-01,Google Ads
C0908,Solid Health,E-commerce & Retail,11-50,New York,NY,East,2025-03-02,Referral
C0909,Summit Marketing,Finance,500+,Baltimore,MD,East,2025-07-05,Cold Outreach
C0910,Solar Stores,E-commerce & Retail,51-200,Los Angeles,CA,West,2025-07-31,Referral
C0911,Peak Capital,Marketing & Media,51-200,San Diego,CA,West,2026-03-20,Referral
C0912,Echo Digital,Technology,500+,San Francisco,CA,West,2026-05-25,LinkedIn
C0913,Summit Design,Technology,1-10,Charlotte,NC,South,2026-05-10,LinkedIn
C0914,Atlas Metrics,Education,11-50,Philadelphia,PA,East,2026-06-29,Organic Search
C0915,Zen Consulting,Technology,51-200,Chicago,IL,Midwest,2026-06-06,Google Ads
C0916,Vertex Ventures,Healthcare,11-50,Atlanta,GA,South,2026-06-28,Cold Outreach
C0917,Bright Systems,Professional Services,1-10,Dallas,TX,South,2025-02-01,Webinar
C0918,Spark Works,E-commerce & Retail,201-500,New York,NY,East,2025-04-01,Cold Outreach
C0919,Echo Design,Finance,1-10,Austin,TX,South,2025-08-03,Organic Search
C0920,Mosaic Retail,Technology,51-200,Detroit,MI,Midwest,2025-12-25,Google Ads
C0921,Solar Software,Professional Services,51-200,Charlotte,NC,South,2025-03-08,Organic Search
C0922,Urban Commerce,Healthcare,51-200,Portland,OR,West,2026-04-14,Cold Outreach
C0923,Silver Biotech,Finance,11-50,Houston,TX,South,2026-01-15,Referral
C0924,Apex Industries,Manufacturing,1-10,San Francisco,CA,West,2025-12-25,Webinar
C0925,Onyx Solutions,Technology,201-500,Seattle,WA,West,2025-05-11,Organic Search
C0926,Copper Security,Finance,500+,Austin,TX,South,2025-07-01,LinkedIn
C0927,Harbor Travel,Technology,11-50,Charlotte,NC,South,2025-05-12,Cold Outreach
C0928,Urban Biotech,Technology,1-10,San Diego,CA,West,2026-04-09,Google Ads
C0929,Quantum Creative,Finance,51-200,Phoenix,AZ,West,2026-01-23,Webinar
C0930,North Finance,E-commerce & Retail,11-50,Kansas City,MO,Midwest,2026-03-24,LinkedIn
C0931,Nova Studios,Marketing & Media,1-10,Seattle,WA,West,2025-07-03,Google Ads
C0932,Indigo Dynamics,E-commerce & Retail,1-10,Los Angeles,CA,West,2025-09-24,Google Ads
C0933,Harbor Robotics,Education,1-10,Houston,TX,South,2025-10-03,Cold Outreach
C0934,Golden Group,Professional Services,11-50,Nashville,TN,South,2026-03-20,Referral
C0935,Vivid Payments,Technology,11-50,Washington,DC,East,2026-03-13,Referral
C0936,Juniper Ventures,Education,201-500,Philadelphia,PA,East,2025-06-10,Cold Outreach
C0937,Zen Marketing,Technology,11-50,San Francisco,CA,West,2026-06-15,Organic Search
C0938,Spark Industries,E-commerce & Retail,11-50,Phoenix,AZ,West,2025-04-10,Cold Outreach
C0939,Summit Learning,Finance,1-10,Houston,TX,South,2026-05-25,Webinar
C0940,True Data,E-commerce & Retail,201-500,Nashville,TN,South,2025-03-30,Google Ads
C0941,Flint Motors,Technology,1-10,Seattle,WA,West,2025-07-26,Referral
C0942,Bold Creative,E-commerce & Retail,11-50,San Francisco,CA,West,2026-04-14,Organic Search
C0943,Prime Payments,Technology,51-200,Phoenix,AZ,West,2025-05-16,Organic Search
C0944,Cedar Group,Technology,51-200,San Diego,CA,West,2025-10-14,Organic Search
C0945,Metro Metrics,Healthcare,201-500,San Diego,CA,West,2025-10-25,Cold Outreach
C0946,Quantum Wellness,Marketing & Media,11-50,Los Angeles,CA,West,2025-06-17,Google Ads
C0947,Golden Robotics,E-commerce & Retail,11-50,Charlotte,NC,South,2026-02-14,Organic Search
C0948,Prime Textiles,E-commerce & Retail,11-50,Seattle,WA,West,2026-04-13,Referral
C0949,Fusion Biotech,E-commerce & Retail,51-200,Nashville,TN,South,2026-05-12,Google Ads
C0950,Metro Design,E-commerce & Retail,11-50,Philadelphia,PA,East,2025-08-18,Cold Outreach
C0951,Apex Legal,Education,11-50,Dallas,TX,South,2025-12-22,Webinar
C0952,United Capital,Professional Services,1-10,Detroit,MI,Midwest,2025-06-13,Google Ads
C0953,Orbit Creative,Technology,500+,Boston,MA,East,2025-06-25,Google Ads
C0954,North Textiles,Healthcare,1-10,Seattle,WA,West,2025-05-26,Webinar
C0955,Fusion Travel,E-commerce & Retail,11-50,Houston,TX,South,2026-06-13,Google Ads
C0956,Apex Wellness,Technology,500+,San Diego,CA,West,2026-05-29,Google Ads
C0957,Spark Consulting,Marketing & Media,51-200,Denver,CO,West,2026-03-06,Webinar
C0958,Legacy Stores,Marketing & Media,51-200,Phoenix,AZ,West,2025-12-29,Cold Outreach
C0959,Drift Data,Healthcare,51-200,Detroit,MI,Midwest,2025-11-09,Referral
C0960,Summit Cloud,Marketing & Media,1-10,San Francisco,CA,West,2025-12-18,LinkedIn
C0961,Delta Textiles,E-commerce & Retail,201-500,Boston,MA,East,2025-12-09,Webinar
C0962,Zen Metrics,Healthcare,11-50,Baltimore,MD,East,2025-10-14,Referral
C0963,Beacon Services,E-commerce & Retail,500+,Dallas,TX,South,2025-04-11,Referral
C0964,Zen Ventures,Marketing & Media,11-50,Phoenix,AZ,West,2025-04-22,Cold Outreach
C0965,Nimbus Farms,Education,51-200,Columbus,OH,Midwest,2026-06-03,Referral
C0966,Anchor Legal,E-commerce & Retail,51-200,Houston,TX,South,2025-11-26,LinkedIn
C0967,Spark Marketing,Technology,1-10,Washington,DC,East,2026-06-28,Organic Search
C0968,Stellar Consulting,Technology,11-50,Philadelphia,PA,East,2025-05-18,LinkedIn
C0969,Core Motors,Marketing & Media,201-500,Miami,FL,South,2025-12-17,LinkedIn
C0970,Legacy Labs,Professional Services,1-10,Miami,FL,South,2025-06-21,Organic Search
C0971,Spark Health,Marketing & Media,500+,Washington,DC,East,2025-07-07,Organic Search
C0972,Fusion Security,Technology,11-50,Washington,DC,East,2025-01-24,Cold Outreach
C0973,North Forge,Technology,51-200,Los Angeles,CA,West,2025-04-07,Organic Search
C0974,Golden Apps,Technology,51-200,Los Angeles,CA,West,2026-05-21,Google Ads
C0975,Canyon Wellness,Finance,11-50,San Diego,CA,West,2025-08-10,Organic Search
C0976,Echo Brands,Education,51-200,San Diego,CA,West,2026-01-24,Google Ads
C0977,Vivid Media,Finance,51-200,Portland,OR,West,2025-11-24,Cold Outreach
C0978,Atlas Commerce,Education,51-200,Columbus,OH,Midwest,2025-09-07,Organic Search
C0979,Haven Design,Technology,51-200,Houston,TX,South,2025-12-20,Organic Search
C0980,Prime Marketing,Finance,51-200,Miami,FL,South,2025-05-16,Cold Outreach
C0981,Orbit Systems,Education,11-50,Miami,FL,South,2026-06-09,Google Ads
C0982,Nimbus Marketing,E-commerce & Retail,1-10,Dallas,TX,South,2026-04-18,Google Ads
C0983,Mosaic Labs,Professional Services,1-10,Los Angeles,CA,West,2026-03-31,Cold Outreach
C0984,Nova Sports,Marketing & Media,51-200,Miami,FL,South,2025-11-01,LinkedIn
C0985,Clear Foods,Healthcare,500+,San Francisco,CA,West,2025-04-29,Referral
C0986,Blue Dynamics,E-commerce & Retail,1-10,Baltimore,MD,East,2026-05-27,Cold Outreach
C0987,Legacy Group,Technology,51-200,Detroit,MI,Midwest,2025-08-17,Webinar
C0988,Lunar Wellness,Education,11-50,Chicago,IL,Midwest,2025-02-18,Google Ads
C0989,Swift Finance,Marketing & Media,51-200,Seattle,WA,West,2025-08-12,Cold Outreach
C0990,Quantum Payments,Technology,51-200,Miami,FL,South,2026-03-05,Referral
C0991,Swift Media,Education,51-200,Phoenix,AZ,West,2026-01-18,Google Ads
C0992,Summit Realty,E-commerce & Retail,51-200,Los Angeles,CA,West,2026-03-26,Webinar
C0993,Anchor Partners,Professional Services,51-200,San Diego,CA,West,2026-03-08,Organic Search
C0994,Vivid Consulting,Professional Services,1-10,San Francisco,CA,West,2025-06-22,Cold Outreach
C0995,Clear Capital,Marketing & Media,11-50,Miami,FL,South,2026-05-24,LinkedIn
C0996,Harbor Legal,E-commerce & Retail,11-50,Baltimore,MD,East,2025-10-24,LinkedIn
C0997,Bright Legal,Manufacturing,500+,San Diego,CA,West,2026-01-11,Google Ads
C0998,Summit Media,Marketing & Media,201-500,Minneapolis,MN,Midwest,2025-01-13,Webinar
C0999,Nimbus Studios,Finance,1-10,Washington,DC,East,2026-06-13,LinkedIn
C1000,Juniper Metrics,Professional Services,11-50,New York,NY,East,2025-07-27,Google Ads
C1001,Golden Farms,Technology,11-50,New York,NY,East,2025-02-26,Google Ads
C1002,Vivid Industries,Professional Services,500+,Baltimore,MD,East,2025-11-13,Referral
C1003,Bold Biotech,Finance,1-10,Washington,DC,East,2025-04-30,Google Ads
C1004,Pioneer Finance,Professional Services,51-200,Dallas,TX,South,2025-04-18,LinkedIn
C1005,Bold Apps,E-commerce & Retail,11-50,Kansas City,MO,Midwest,2026-01-12,Referral
C1006,Urban Wellness,E-commerce & Retail,51-200,Phoenix,AZ,West,2025-09-01,Google Ads
C1007,Crest Cloud,Education,51-200,New York,NY,East,2026-05-19,LinkedIn
C1008,Delta Works,Technology,11-50,San Francisco,CA,West,2025-08-20,Google Ads
C1009,Echo Supply,E-commerce & Retail,201-500,Minneapolis,MN,Midwest,2026-02-28,Webinar
C1010,Legacy Signals,Professional Services,1-10,San Diego,CA,West,2025-11-22,Cold Outreach
C1011,Lunar Cloud,Manufacturing,201-500,Portland,OR,West,2026-01-01,Organic Search
C1012,True Realty,Manufacturing,1-10,Columbus,OH,Midwest,2026-01-18,LinkedIn
C1013,Orbit Networks,E-commerce & Retail,51-200,Philadelphia,PA,East,2025-11-23,LinkedIn
C1014,Keystone Biotech,E-commerce & Retail,11-50,Los Angeles,CA,West,2026-06-15,Webinar
C1015,Nova Commerce,Healthcare,51-200,Portland,OR,West,2025-08-14,Organic Search
C1016,Apex Partners,Healthcare,11-50,New York,NY,East,2025-05-26,LinkedIn
C1017,Stellar Talent,Healthcare,51-200,Columbus,OH,Midwest,2026-02-18,Webinar
C1018,Blue Software,Technology,1-10,Boston,MA,East,2026-04-21,Google Ads
C1019,Copper Brands,Technology,11-50,San Diego,CA,West,2025-02-13,LinkedIn
C1020,Bright Print,Healthcare,201-500,New York,NY,East,2025-10-09,Google Ads
C1021,Pixel Partners,Marketing & Media,11-50,New York,NY,East,2026-05-17,LinkedIn
C1022,Cedar Talent,Marketing & Media,11-50,Los Angeles,CA,West,2026-03-30,Organic Search
